전라남도 나주시,35.0160601,126.7107572
전라남도 광양시,34.9406968,127.6958882
전라남도 담양군,35.3211394,126.9881673
전라남도 곡성군,35.2819553,127.2919175
전라남도 구례군,35.2024947,127.4626534
전라남도 고흥군,34.6112219,127.284978
전라남도 보성군,34.7714563,127.0798944
전라남도 화순군,35.0645029,126.9864799
전라남도 장흥군,34.6816856,126.9069278
전라남도 강진군,34.6420774,126.767261
전라남도 해남군,34.5732516,126.5989274
전라남도 영암군,34.8001685,126.6967918
전라남도 무안군,34.99045419999999,126.4816856
전라남도 함평군,35.0659399,126.5165524
전라남도 영광군,35.2771719,126.5119874
전라남도 장성군,35.3018333,126.7848541
전라남도 완도군,34.3110596,126.7550541
전라남도 진도군,34.4868712,126.2634853
전라남도 신안군,34.827332,126.101074
경상북도 ,36.4919,128.8889
경상북도 포항시,36.0190178,129.3434808
경상북도 남구,36.0086283,129.3592306
경상북도 북구,36.0418465,129.3656451
경상북도 경주시,35.8561719,129.2247477
경상북도 김천시,36.1398393,128.1135947
경상북도 안동시,36.5683543,128.729357
경상북도 구미시,36.119485,128.3445734
경상북도 영주시,36.8056858,128.6240551
경상북도 영천시,35.97329149999999,128.9385493
경상북도 상주시,36.4109466,128.1590828
경상북도 문경시,36.586148,128.1867972
경상북도 경산시,35.8250555,128.7415441
경상북도 군위군,36.2428355,128.5727702
경상북도 의성군,36.3526576,128.6970053
경상북도 청송군,36.4359045,129.0571077
경상북도 영양군,36.6666558,129.1124007
경상북도 영덕군,36.41507989999999,129.3659681
경상북도 청도군,35.6472706,128.7339107
경상북도 고령군,35.7261415,128.262953
경상북도 성주군,35.9190079,128.2829738
경상북도 칠곡군,35.9953059,128.4015434
경상북도 예천군,36.6577004,128.4528808
경상북도 봉화군,36.8930933,128.7323752
경상북도 울진군,36.9930661,129.4004195
경상북도 울릉군,37.4844171,130.9058002
경상남도 ,35.4606,128.2132
경상남도 창원시,35.2279868,128.6818143
경상남도 의창구,35.2538433,128.6402609
경상남도 성산구,35.1984659,128.7027178
경상남도 마산합포구,35.1969107,128.5678853
경상남도 마산회원구,35.2206349,128.5795296
경상남도 진해구,35.1330251,128.7100381
경상남도 진주시,35.1799817,128.1076213
경상남도 통영시,34.8544227,128.433182
경상남도 사천시,35.0037788,128.064185
경상남도 김해시,35.2285451,128.8893517
경상남도 밀양시,35.5037598,128.7464415
경상남도 거제시,34.8806427,128.6210824
경상남도 양산시,35.3350072,129.0371689
경상남도 의령군,35.3221896,128.261658
경상남도 함안군,35.2725591,128.4064797
경상남도 창녕군,35.5445563,128.4922143
경상남도 고성군,34.973149,128.3222456
경상남도 남해군,34.8376721,127.8924234
경상남도 하동군,35.0672108,127.7512687
경상남도 산청군,35.4155885,127.8734981
경상남도 함양군,35.52046139999999,127.7251763
경상남도 거창군,35.6867229,127.9095155
경상남도 합천군,35.5665758,128.1657995
제주특별자치도 ,33.4890113,126.4983023
제주특별자치도 제주시,33.4996213,126.5311884
제주특별자치도 서귀포시,33.2541205,126.560076
